Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
4/12/2016 23:13,Brian,"Daniel Ricciardo (10), Lewis Hamilton (9), Kimi Räikkönen (6), Sebastian Vettel (5), Jenson Button (2)"
4/15/2016 10:12,Chris,"Nico Rosberg (11), Lewis Hamilton (9), Kimi Räikkönen (6), Sebastian Vettel (5), Carlos Sainz Jr. (2)"
4/15/2016 11:19,John,"Nico Rosberg (11), Lewis Hamilton (9), Kimi Räikkönen (6), Sebastian Vettel (5), Sergio Pérez (2)"
4/15/2016 23:27,Jason,"Lewis Hamilton (9), Max Verstappen (6), Sebastian Vettel (5), Daniil Kvyat (4), Carlos Sainz Jr. (2)"
4/16/2016 1:59,Mike,"Nico Rosberg (11), Lewis Hamilton (9), Valtteri Bottas (6), Sebastian Vettel (5), Sergio Pérez (2)"
