Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
7/6/2016 20:45,Brian,"Lewis Hamilton (10), Sebastian Vettel (7), Kimi Räikkönen (6), Max Verstappen (6), Jenson Button (4)"
7/7/2016 14:34,John,"Lewis Hamilton (10), Nico Rosberg (8), Kimi Räikkönen (6), Valtteri Bottas (6), Felipe Massa (3)"
7/8/2016 13:04,Chris,"Lewis Hamilton (10), Nico Rosberg (8), Kimi Räikkönen (6), Max Verstappen (6), Daniil Kvyat (1)"
7/9/2016 6:59,Mike,"Nico Rosberg (8), Daniel Ricciardo (7), Sebastian Vettel (7), Valtteri Bottas (6), Nico Hülkenberg (5)"
7/9/2016 9:20,Jason,"Lewis Hamilton (10), Nico Rosberg (8), Kimi Räikkönen (6), Max Verstappen (6), Felipe Massa (3)"
