Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
4/29/2016 10:39,John,"Lewis Hamilton (9), Daniil Kvyat (6), Sebastian Vettel (6), Valtteri Bottas (5), Carlos Sainz Jr. (3)"
4/29/2016 10:46,Chris,"Nico Rosberg (10), Lewis Hamilton (9), Kimi Räikkönen (6), Sebastian Vettel (6), Esteban Gutiérrez (2)"
4/29/2016 13:38,Jason,"Lewis Hamilton (9), Daniil Kvyat (6), Kimi Räikkönen (6), Max Verstappen (6), Sebastian Vettel (6)"
4/29/2016 14:38,Brian,"Lewis Hamilton (9), Daniel Ricciardo (8), Kimi Räikkönen (6), Sebastian Vettel (6), Jenson Button (2)"
4/30/2016 6:37,Mike,"Nico Rosberg (10), Lewis Hamilton (9), Sebastian Vettel (6), Valtteri Bottas (5), Sergio Pérez (3)"
