Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
6/9/2016 13:56,John,"Nico Rosberg (7), Kimi Räikkönen (6), Daniil Kvyat (5), Nico Hülkenberg (3), Romain Grosjean (3)"
6/11/2016 10:12,Chris,"Lewis Hamilton (9), Daniel Ricciardo (7), Nico Rosberg (7), Kimi Räikkönen (6), Max Verstappen (4)"
6/11/2016 12:02,Jason,"Daniel Ricciardo (7), Nico Rosberg (7), Sebastian Vettel (7), Kimi Räikkönen (6), Max Verstappen (4)"
6/11/2016 12:04,Mike,"Daniel Ricciardo (7), Nico Rosberg (7), Sebastian Vettel (7), Sergio Pérez (6), Valtteri Bottas (5)"
6/11/2016 12:06,Brian,"Lewis Hamilton (9), Daniel Ricciardo (7), Sebastian Vettel (7), Kimi Räikkönen (6), Jenson Button (4)"
