Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
7/21/2016 14:50,John,"Lewis Hamilton (10), Max Verstappen (8), Daniel Ricciardo (6), Sebastian Vettel (6), Romain Grosjean (3)"
7/22/2016 21:08,Brian,"Lewis Hamilton (10), Kimi Räikkönen (7), Daniel Ricciardo (6), Sebastian Vettel (6), Jenson Button (4)"
7/22/2016 21:20,Chris,"Lewis Hamilton (10), Kimi Räikkönen (7), Daniel Ricciardo (6), Sebastian Vettel (6), Fernando Alonso (3) USED TO BE 2"
7/23/2016 6:59,Mike,"Nico Rosberg (9), Max Verstappen (8), Daniel Ricciardo (6), Sebastian Vettel (6), Fernando Alonso (3) USED TO BE 2"
7/23/2016 7:27,Jason,"Lewis Hamilton (10), Nico Rosberg (9), Daniel Ricciardo (6), Sebastian Vettel (6), Daniil Kvyat (2)"
