Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/26/2016 20:51,Brian,"Felipe Massa (8), Valtteri Bottas (7), Kimi Räikkönen (6), Romain Grosjean (4), Marcus Ericsson (2)"
3/26/2016 20:52,Chris,"Sebastian Vettel (10), Nico Rosberg (10), Kimi Räikkönen (6), Daniil Kvyat (5), Pastor Maldonado (4)"
3/26/2016 20:53,Jason,"Felipe Massa (8), Valtteri Bottas (7), Daniel Ricciardo (7), Kimi Räikkönen (6), Nico Hülkenberg (4)"
3/26/2016 20:54,John,"Lewis Hamilton (10), Nico Rosberg (10), Kimi Räikkönen (6), Romain Grosjean (4)"
3/26/2016 21:02,Mike,"Nico Rosberg (10), Felipe Massa (8), Valtteri Bottas (7), Daniil Kvyat (5), Nico Hülkenberg (4)"
