Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/27/2016 11:56,Brian,"Lewis Hamilton (10), Sebastian Vettel (9), Pastor Maldonado (6), Jenson Button (5), Daniel Ricciardo (4)"
3/27/2016 11:57,Chris,"Nico Rosberg (8), Felipe Massa (6), Valtteri Bottas (5), Kimi Räikkönen (4), Daniel Ricciardo (4)"
3/27/2016 11:58,Jason,"Lewis Hamilton (10), Sebastian Vettel (9), Sergio Pérez (7), Max Verstappen (7), Pastor Maldonado (6)"
3/27/2016 11:58,John,"Lewis Hamilton (10), Nico Rosberg (8), Felipe Massa (6), Carlos Sainz Jr. (4), Romain Grosjean (3)"
3/27/2016 11:59,Mike,"Sebastian Vettel (9), Nico Rosberg (8), Sergio Pérez (7), Valtteri Bottas (5), Carlos Sainz Jr. (4)"
