Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/26/2016 19:05,Brian,"Lewis Hamilton (14), Nico Rosberg (12), Felipe Massa (5), Kimi Räikkönen (5), Pastor Maldonado (2)"
3/26/2016 19:06,Chris,"Sebastian Vettel (9), Nico Rosberg (12), Valtteri Bottas (6), Daniel Ricciardo (10), Pastor Maldonado (2)"
3/26/2016 19:08,Jason,"Lewis Hamilton (14), Nico Rosberg (12), Kimi Räikkönen (5), Daniil Kvyat (5), Max Verstappen (2)"
3/26/2016 19:09,John,"Lewis Hamilton (14), Sebastian Vettel (9), Felipe Massa (5), Valtteri Bottas (6), Daniil Kvyat (5)"
3/26/2016 19:10,Mike,"Lewis Hamilton (14), Sebastian Vettel (9), Felipe Massa (5), Kimi Räikkönen (5), Valtteri Bottas (6)"
