Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/27/2016 12:02,Brian,"Lewis Hamilton (10), Sebastian Vettel (9), Pastor Maldonado (6), Jenson Button (5), Daniel Ricciardo (4)"
3/27/2016 12:02,Chris,"Sebastian Vettel (9), Daniil Kvyat (7), Sergio Pérez (7), Kimi Räikkönen (4), Daniel Ricciardo (4)"
3/27/2016 12:03,Jason,"Lewis Hamilton (10), Sebastian Vettel (9), Sergio Pérez (7), Max Verstappen (6), Pastor Maldonado (6)"
3/27/2016 12:04,John,"Lewis Hamilton (10), Nico Rosberg (8), Felipe Massa (6), Nico Hülkenberg (5), Romain Grosjean (4)"
3/27/2016 12:04,Mike,"Sebastian Vettel (9), Nico Rosberg (8), Sergio Pérez (7), Valtteri Bottas (6), Carlos Sainz Jr. (4)"
