Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/27/2016 11:51,Brian,"Sebastian Vettel (11), Lewis Hamilton (8), Pastor Maldonado (6), Jenson Button (5), Daniel Ricciardo (4)"
3/27/2016 11:52,Chris,"Lewis Hamilton (8), Max Verstappen (7), Kimi Räikkönen (6), Daniil Kvyat (6), Daniel Ricciardo (4)"
3/27/2016 11:52,Jason,"Sebastian Vettel (11), Lewis Hamilton (8), Sergio Pérez (7), Max Verstappen (7), Pastor Maldonado (6)"
3/27/2016 11:53,John,"Sebastian Vettel (11), Nico Rosberg (7), Sergio Pérez (7), Valtteri Bottas (5), Carlos Sainz Jr. (5)"
3/27/2016 11:53,Mike,"Sebastian Vettel (11), Nico Rosberg (7), Sergio Pérez (7), Carlos Sainz Jr. (5), Daniel Ricciardo (4)"
