Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/26/2016 20:00,Brian,"Lewis Hamilton (11), Nico Rosberg (9), Felipe Massa (8), Kimi Räikkönen (8), Pastor Maldonado (1)"
3/26/2016 20:01,Chris,"Lewis Hamilton (11), Sebastian Vettel (10), Nico Rosberg (9), Carlos Sainz Jr. (6), Max Verstappen (6)"
3/26/2016 20:01,Jason,"Lewis Hamilton (11), Nico Rosberg (9), Kimi Räikkönen (8), Daniil Kvyat (7), Max Verstappen (6)"
3/26/2016 20:02,John,"Sebastian Vettel (10), Nico Rosberg (9), Felipe Massa (8), Kimi Räikkönen (8), Valtteri Bottas (5)"
3/26/2016 20:02,Mike,"Lewis Hamilton (11), Sebastian Vettel (10), Felipe Massa (8), Kimi Räikkönen (8), Valtteri Bottas (5)"
