Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/26/2016 21:42,Brian,"Kimi Räikkönen (8), Valtteri Bottas (7), Romain Grosjean (6), Felipe Massa (5), Marcus Ericsson (4)"
3/26/2016 21:42,Chris,"Sebastian Vettel (8), Kimi Räikkönen (8), Valtteri Bottas (7), Daniil Kvyat (7), Romain Grosjean (6)"
3/26/2016 21:44,Jason,"Lewis Hamilton (8), Kimi Räikkönen (8), Valtteri Bottas (7), Felipe Massa (5), Will Stevens (2)"
3/26/2016 21:44,John,"Lewis Hamilton (8), Sebastian Vettel (8), Valtteri Bottas (7), Nico Hülkenberg (5), Carlos Sainz Jr. (4)"
3/26/2016 21:46,Mike,"Kimi Räikkönen (8), Nico Rosberg (7), Valtteri Bottas (7), Daniel Ricciardo (6), Romain Grosjean (6)"
