Timestamp,Who are you?,"Select Your Team (33 Points, Max of 5 drivers)"
3/26/2016 21:21,Brian,"Felipe Massa (7), Kimi Räikkönen (5), Valtteri Bottas (5), Romain Grosjean (5), Marcus Ericsson (5)"
3/26/2016 21:22,Chris,"Daniil Kvyat (9), Sebastian Vettel (8), Nico Rosberg (8), Daniel Ricciardo (5), Pastor Maldonado (3)"
3/26/2016 21:22,Jason,"Lewis Hamilton (10), Daniil Kvyat (9), Sebastian Vettel (8), Sergio Pérez (5), Romain Grosjean (5)"
3/26/2016 21:23,John,"Lewis Hamilton (10), Nico Rosberg (8), Daniel Ricciardo (5), Sergio Pérez (5), Romain Grosjean (5)"
3/26/2016 21:23,Mike,"Nico Rosberg (8), Felipe Massa (7), Kimi Räikkönen (5), Valtteri Bottas (5), Romain Grosjean (5)"
